scientific_name,datetime,description,place_guess,latitude,longitude,tag_list,common_name,url,image_url,user_login,id,species_guess,iconic_taxon_name,taxon_id,num_identification_agreements,num_identification_disagreements,observed_on_string,observed_on,time_observed_at,time_zone,positional_accuracy,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,user_id,user_name,created_at,updated_at,quality_grade,license,sound_url,oauth_application_id,captive_cultivated
Colibri thalassinus,2023-03-27 12:36:00 -0600,,"San Gabriel, Jal., México",19.6025255252,-103.5814007196,,Mexican Violetear,https://www.inaturalist.org/observations/170363697,https://inaturalist-open-data.s3.amazonaws.com/photos/295468874/medium.jpg,surukua,170363697,Mexican Violetear,Aves,508366,1,0,2023/03/27 12:36 PM,2023-03-27,2023-03-27 18:36:00 UTC,Mexico City,31,31,,open,false,,,3775672,Noé Abraham Muñoz Padilla,2023-07-01 00:13:27 UTC,2023-07-01 00:17:14 UTC,research,CC-BY-NC,,NA,false
Colibri coruscans,2023-06-30 16:28:00 -0500,,"Kennedy, Bogotá, Colombia",4.6393650684,-74.1260396317,,Sparkling Violetear,https://www.inaturalist.org/observations/170360336,https://inaturalist-open-data.s3.amazonaws.com/photos/295464324/medium.jpeg,camilogonz_,170360336,Colibrí Rutilante,Aves,6072,3,0,2023-06-30 16:28:00,2023-06-30,2023-06-30 21:28:00 UTC,Bogota,6,6,,open,false,gps,gps,3317131,Camilo González,2023-06-30 23:49:13 UTC,2023-07-31 16:16:23 UTC,research,CC-BY-NC,,2,false
Colibri delphinae,2023-06-30 14:47:57 -0500,,"Santiago de Cali, CO-VC, CO",3.5392392931,-76.6060684249,,Brown Violetear,https://www.inaturalist.org/observations/170354121,https://inaturalist-open-data.s3.amazonaws.com/photos/295451278/medium.jpeg,jtotero,170354121,Brown Violetear,Aves,6076,1,0,2023-06-30 14:47:57,2023-06-30,2023-06-30 19:47:57 UTC,Bogota,9,9,,open,false,,,1979425,Joel Tupac Otero Ospina,2023-06-30 22:56:37 UTC,2023-07-01 14:20:29 UTC,research,CC-BY-NC-ND,,2,false
Colibri delphinae,2023-06-16 17:45:00 -0500,,"San Carlos, Ecuador",-0.054657,-78.77742,,Brown Violetear,https://www.inaturalist.org/observations/170315469,https://inaturalist-open-data.s3.amazonaws.com/photos/295375701/medium.jpg,sean2112,170315469,Brown Violetear,Aves,6076,1,0,2023/06/16 5:45 PM,2023-06-16,2023-06-16 22:45:00 UTC,America/Guayaquil,117,117,,open,false,,,3493585,Sean Salazar,2023-06-30 18:25:38 UTC,2023-06-30 19:31:55 UTC,research,CC-BY-NC,,NA,false
Colibri coruscans,2023-06-24 15:23:53 -0500,,"Quito, Pichincha, EC",-0.4590966667,-78.3232716667,,Sparkling Violetear,https://www.inaturalist.org/observations/170297158,https://inaturalist-open-data.s3.amazonaws.com/photos/295345064/medium.jpg,w459mlb,170297158,Sparkling Violetear,Aves,6072,2,0,2023-06-24 15:23:53-05:00,2023-06-24,2023-06-24 20:23:53 UTC,America/Guayaquil,4,4,,open,false,,,7097435,,2023-06-30 16:33:44 UTC,2023-07-01 04:13:31 UTC,research,CC-BY-NC,,3,false
Colibri cyanotus,2023-05-25 17:16:00 -0600,,"Puntarenas Province, Monteverde, Costa Rica",10.3023155066,-84.7961676392,,Lesser Violetear,https://www.inaturalist.org/observations/170204300,https://inaturalist-open-data.s3.amazonaws.com/photos/295173674/medium.jpeg,eliezer,170204300,Lesser Violetear,Aves,508367,1,0,2023/05/25 5:16 PM,2023-05-25,2023-05-25 23:16:00 UTC,America/Costa_Rica,76,76,,,false,,,126268,Eliezer Nieves-Rodriguez,2023-06-30 00:45:15 UTC,2023-06-30 03:32:05 UTC,research,CC-BY-NC,,NA,false
Colibri cyanotus,2023-05-31 13:05:00 -0600,,"Alajuela Province, Central Canton of Alajuela, Costa Rica",10.2006499644,-84.2272941216,"kingmush, 2023, Costa Rica",Lesser Violetear,https://www.inaturalist.org/observations/170163081,https://inaturalist-open-data.s3.amazonaws.com/photos/295085220/medium.jpeg,kingmush,170163081,Lesser Violetear,Aves,508367,1,0,2023/05/31 1:05 PM,2023-05-31,2023-05-31 19:05:00 UTC,America/Costa_Rica,2135,2135,,,false,,,3453019,JeffreyGammon,2023-06-29 19:42:29 UTC,2023-07-02 13:19:00 UTC,research,CC-BY-NC,,NA,false
Colibri coruscans,2023-06-24 06:16:00 -0500,,Santa Lucía Ecolodge,0.118406,-78.61208,,Sparkling Violetear,https://www.inaturalist.org/observations/170162063,https://inaturalist-open-data.s3.amazonaws.com/photos/295091085/medium.jpeg,holgerbeck,170162063,Sparkling Violetear,Aves,6072,1,0,2023/06/24 6:16 AM,2023-06-24,2023-06-24 11:16:00 UTC,America/Guayaquil,325,325,,open,false,,,1739120,Holger Beck,2023-06-29 19:36:51 UTC,2023-06-30 02:15:28 UTC,research,CC-BY-NC,,NA,false
Colibri coruscans,2023-06-25 11:56:00 -0500,El Colibri coruscans se diferencia del Colibri cyanotus por su mayor tamaño y por presentar una mancha de color violeta en el abdomen. Igual de pendenciero. ,"Arcabuco, Boyacá, Colombia",5.7952743828,-73.4572186299,,Sparkling Violetear,https://www.inaturalist.org/observations/170118662,https://inaturalist-open-data.s3.amazonaws.com/photos/295013425/medium.jpeg,rogitama,170118662,Colibrí Rutilante,Aves,6072,1,0,2023/06/25 11:56 AM,2023-06-25,2023-06-25 16:56:00 UTC,Bogota,4,4,,open,false,,,749279,Roberto Chavarro Chávarro,2023-06-29 15:03:49 UTC,2023-07-11 12:16:47 UTC,research,CC-BY-NC,,NA,false
Colibri cyanotus,2023-06-25 10:43:00 -0500,,"Arcabuco, Boyacá, Colombia",5.7952867033,-73.4572093785,,Lesser Violetear,https://www.inaturalist.org/observations/170110929,https://inaturalist-open-data.s3.amazonaws.com/photos/294998817/medium.jpeg,rogitama,170110929,Colibrí Chico​,Aves,508367,1,0,2023/06/25 10:43 AM,2023-06-25,2023-06-25 15:43:00 UTC,Bogota,4,4,,,false,,,749279,Roberto Chavarro Chávarro,2023-06-29 14:13:03 UTC,2023-06-29 14:52:00 UTC,research,CC-BY-NC,,NA,false
Colibri cyanotus,2023-06-25 10:33:00 -0500,Frecuente en Rogitama.,"Arcabuco, Boyacá, Colombia",5.7952037066,-73.4572695919,,Lesser Violetear,https://www.inaturalist.org/observations/170110063,https://inaturalist-open-data.s3.amazonaws.com/photos/294997532/medium.jpeg,rogitama,170110063,Colibrí Chico​,Aves,508367,2,0,2023/06/25 10:33 AM,2023-06-25,2023-06-25 15:33:00 UTC,Bogota,8,8,,,false,,,749279,Roberto Chavarro Chávarro,2023-06-29 14:07:19 UTC,2023-07-11 12:16:53 UTC,research,CC-BY-NC,,NA,false
Colibri cyanotus,2023-06-10 20:36:40 -0500,"San Isidro lodge , Ecuador","Cosanga, Provincia de Napo, Ecuador",-0.585618,-77.88311,"Ecuador, Birds, Hummingbirds, Lesser Violetear, Colibri cyanotus, Lesser Violetear --- Colibri cyanotus",Lesser Violetear,https://www.inaturalist.org/observations/170104797,https://static.inaturalist.org/photos/294988021/medium.jpg,paul127,170104797,Lesser Violetear,Aves,508367,1,0,2023-06-10 20:36:40,2023-06-10,2023-06-11 01:36:40 UTC,America/Guayaquil,NA,NA,,,false,,,354498,creaturesnapper,2023-06-29 13:28:52 UTC,2023-07-28 09:57:24 UTC,research,,,NA,false
Colibri delphinae,2023-06-28 16:03:00 -0500,,"Mindo 171202, Ecuador",-0.0523289,-78.7813121,,Brown Violetear,https://www.inaturalist.org/observations/170101891,https://inaturalist-open-data.s3.amazonaws.com/photos/294982562/medium.jpeg,mduross,170101891,Brown Violetear,Aves,6076,1,0,2023/06/28 4:03 PM,2023-06-28,2023-06-28 21:03:00 UTC,America/Guayaquil,213,213,,open,false,,,28878,Matt DuRoss,2023-06-29 13:05:24 UTC,2023-06-29 13:07:24 UTC,research,CC-BY-NC-ND,,NA,false
Colibri serrirostris,2023-05-10 07:34:00 -0300,,"Nova Lima - MG, Brasil",-20.1533755532,-43.8703809012,,White-vented Violetear,https://www.inaturalist.org/observations/170095713,https://static.inaturalist.org/photos/294969806/medium.jpeg,bruno_bertholino,170095713,Beija-flor-de-orelha-violeta,Aves,6083,1,0,2023/05/10 07:34,2023-05-10,2023-05-10 10:34:00 UTC,Brasilia,488,488,,open,false,,,4204177,Bruno Bertholino,2023-06-29 12:04:21 UTC,2023-06-29 12:51:03 UTC,research,,,NA,false
Colibri serrirostris,2023-05-09 08:36:00 -0300,,"Rio Acima - MG, 34300-000, Brasil",-20.151988735,-43.8622362245,,White-vented Violetear,https://www.inaturalist.org/observations/170094701,https://static.inaturalist.org/photos/294968132/medium.jpeg,bruno_bertholino,170094701,Beija-flor-de-orelha-violeta,Aves,6083,1,0,2023/05/09 08:36,2023-05-09,2023-05-09 11:36:00 UTC,Brasilia,244,244,,open,false,,,4204177,Bruno Bertholino,2023-06-29 11:54:06 UTC,2023-06-29 12:52:14 UTC,research,,,NA,false
Colibri coruscans,2023-04-03 08:53:00 -0500,,"Urubamba, Perú",-13.3294348159,-72.1949501179,,Sparkling Violetear,https://www.inaturalist.org/observations/170074393,https://inaturalist-open-data.s3.amazonaws.com/photos/294927974/medium.jpeg,lalo46,170074393,Sparkling Violetear,Aves,6072,2,0,2023/04/03 8:53 AM,2023-04-03,2023-04-03 13:53:00 UTC,Quito,57,57,,open,false,,,4178649,Eduardo Fernández Reza,2023-06-29 07:05:29 UTC,2023-06-29 20:08:26 UTC,research,CC-BY-NC,,NA,false
Colibri coruscans,2023-06-11 08:39:00 -0500,,"Quito, EC-PI, EC",-0.2872360229,-78.5738121153,,Sparkling Violetear,https://www.inaturalist.org/observations/170068370,https://inaturalist-open-data.s3.amazonaws.com/photos/294919821/medium.jpg,sean2112,170068370,Sparkling Violetear,Aves,6072,1,0,2023/06/11 8:39 AM,2023-06-11,2023-06-11 13:39:00 UTC,America/Guayaquil,363,31451,obscured,open,true,,,3493585,Sean Salazar,2023-06-29 05:33:27 UTC,2023-06-30 02:14:54 UTC,research,CC-BY-NC,,NA,false
Colibri coruscans,2023-06-12 14:23:00 -0500,,"Metropolitan District of Quito, Ecuador",-0.4593993765,-78.323181429,,Sparkling Violetear,https://www.inaturalist.org/observations/170068355,https://inaturalist-open-data.s3.amazonaws.com/photos/294919409/medium.jpg,sean2112,170068355,Sparkling Violetear,Aves,6072,1,0,2023/06/12 2:23 PM,2023-06-12,2023-06-12 19:23:00 UTC,America/Guayaquil,195,195,,open,false,,,3493585,Sean Salazar,2023-06-29 05:33:23 UTC,2023-06-30 02:14:15 UTC,research,CC-BY-NC,,NA,false
Colibri coruscans,2023-06-12 14:03:00 -0500,,"Metropolitan District of Quito, Ecuador",-0.4593993765,-78.323181429,,Sparkling Violetear,https://www.inaturalist.org/observations/170068350,https://inaturalist-open-data.s3.amazonaws.com/photos/294919308/medium.jpg,sean2112,170068350,Sparkling Violetear,Aves,6072,1,0,2023/06/12 2:03 PM,2023-06-12,2023-06-12 19:03:00 UTC,America/Guayaquil,195,195,,open,false,,,3493585,Sean Salazar,2023-06-29 05:33:22 UTC,2023-06-30 02:13:58 UTC,research,CC-BY-NC,,NA,false
Colibri coruscans,2023-06-12 09:49:00 -0500,,"Metropolitan District of Quito, Ecuador",-0.4553485235,-78.3326826822,,Sparkling Violetear,https://www.inaturalist.org/observations/170068288,https://inaturalist-open-data.s3.amazonaws.com/photos/294917632/medium.jpg,sean2112,170068288,Sparkling Violetear,Aves,6072,1,0,2023/06/12 9:49 AM,2023-06-12,2023-06-12 14:49:00 UTC,America/Guayaquil,87,87,,open,false,,,3493585,Sean Salazar,2023-06-29 05:33:07 UTC,2023-06-30 02:13:28 UTC,research,CC-BY-NC,,NA,false
Colibri coruscans,2023-06-12 06:45:00 -0500,,"Quito, EC-PI, EC",-0.3416805594,-78.5585250622,,Sparkling Violetear,https://www.inaturalist.org/observations/170068268,https://inaturalist-open-data.s3.amazonaws.com/photos/294917202/medium.jpg,sean2112,170068268,Sparkling Violetear,Aves,6072,1,0,2023/06/12 6:45 AM,2023-06-12,2023-06-12 11:45:00 UTC,America/Guayaquil,268,31451,obscured,open,true,,,3493585,Sean Salazar,2023-06-29 05:33:02 UTC,2023-06-30 02:12:43 UTC,research,CC-BY-NC,,NA,false
Colibri delphinae,2023-05-24 09:29:00 -0600,,"Alajuela Province, San Carlos, Costa Rica",10.4361946459,-84.7097117192,,Brown Violetear,https://www.inaturalist.org/observations/170029623,https://inaturalist-open-data.s3.amazonaws.com/photos/294843097/medium.jpeg,eliezer,170029623,Brown Violetear,Aves,6076,1,0,2023/05/24 9:29 AM,2023-05-24,2023-05-24 15:29:00 UTC,America/Costa_Rica,182,182,,open,false,,,126268,Eliezer Nieves-Rodriguez,2023-06-28 23:12:57 UTC,2023-06-29 02:22:30 UTC,research,CC-BY-NC,,NA,false
Colibri delphinae,2023-06-28 06:50:54 -0600,,"Panacam Lodge, 7 km del desvío de La Guama, Los Pinos Lago de Yojoa, Honduras",14.87305,-87.9053583333,,Brown Violetear,https://www.inaturalist.org/observations/170023300,https://inaturalist-open-data.s3.amazonaws.com/photos/294831029/medium.jpeg,jefflc,170023300,Brauner Veilchenohrkolibri,Aves,6076,2,0,2023-06-28 06:50:54,2023-06-28,2023-06-28 12:50:54 UTC,America/Tegucigalpa,NA,NA,,open,false,gps,gps,381687,Jeff Canaca,2023-06-28 22:20:03 UTC,2023-07-03 14:08:56 UTC,research,CC-BY-NC,,2,false
Colibri coruscans,2023-06-25 12:53:37 -0500,,Hotel Oro Verde Cuenca,-2.8896577369,-79.0642868355,,Sparkling Violetear,https://www.inaturalist.org/observations/169995129,https://inaturalist-open-data.s3.amazonaws.com/photos/294777345/medium.jpeg,bb_593,169995129,Sparkling Violetear,Aves,6072,1,0,2023-06-25 12:53:37,2023-06-25,2023-06-25 17:53:37 UTC,America/Guayaquil,716,716,,open,false,gps,gps,2288892,B,2023-06-28 19:21:16 UTC,2023-06-28 19:51:05 UTC,research,CC-BY-NC,,2,false
Colibri cyanotus,2023-06-24 14:58:00 -0500,,"Guadalupe, Cerro Punta, Panamá",8.8692690115,-82.5665829289,,Lesser Violetear,https://www.inaturalist.org/observations/169882240,https://inaturalist-open-data.s3.amazonaws.com/photos/294565733/medium.jpg,anthony_batista,169882240,Colibrí Chico​,Aves,508367,1,0,2023/06/24 2:58 PM,2023-06-24,2023-06-24 19:58:00 UTC,America/Panama,50,50,,,false,,,4376205,Anthony Batista,2023-06-28 02:25:48 UTC,2023-06-28 13:03:08 UTC,research,CC-BY,,NA,false
Colibri coruscans,2023-06-27 09:16:00 -0500,,"El Giron, Quito 170143, Ecuador",-0.2118584001,-78.4908767549,,Sparkling Violetear,https://www.inaturalist.org/observations/169862031,https://inaturalist-open-data.s3.amazonaws.com/photos/294525919/medium.jpg,gabrielmoreno1003,169862031,Colibrí Rutilante,Aves,6072,1,0,2023/06/27 9:16 AM,2023-06-27,2023-06-27 14:16:00 UTC,America/Guayaquil,2,2,,open,false,,,7062611,,2023-06-27 23:38:09 UTC,2023-06-29 02:10:55 UTC,research,CC-BY-NC,,NA,false
Colibri thalassinus,2023-06-26 15:17:00 -0600,,"San Mateo, 55657 Tequixquiac, Méx., Mexico",19.8953233333,-99.1376116667,,Mexican Violetear,https://www.inaturalist.org/observations/169690173,https://static.inaturalist.org/photos/294222847/medium.jpeg,the_mexican_violetear,169690173,Colibrí orejas violetas,Aves,508366,1,0,2023/06/26 3:17 PM,2023-06-26,2023-06-26 21:17:00 UTC,Mexico City,NA,NA,,open,false,,,380337,L. Ernesto Pérez-Montes,2023-06-27 01:11:53 UTC,2023-06-27 01:50:42 UTC,research,,,NA,false
Colibri coruscans,2023-05-30 14:30:00 -0500,,"Suba, Bogotá, Colombia",4.7735404294,-74.1063836464,,Sparkling Violetear,https://www.inaturalist.org/observations/169646460,https://inaturalist-open-data.s3.amazonaws.com/photos/294141586/medium.jpeg,erikaangel,169646460,Colibrí Rutilante,Aves,6072,1,0,2023/05/30 2:30 PM,2023-05-30,2023-05-30 19:30:00 UTC,Bogota,4,4,,open,false,,,2568505,Erika Lucia Angel Sandoval,2023-06-26 20:16:35 UTC,2023-07-04 22:47:59 UTC,research,CC-BY-NC-ND,,NA,false
Colibri coruscans,2023-05-30 00:00:00 -0500,,"Suba, Bogotá, Colombia",4.7734201486,-74.1063702353,,Sparkling Violetear,https://www.inaturalist.org/observations/169646456,https://inaturalist-open-data.s3.amazonaws.com/photos/294136814/medium.jpeg,erikaangel,169646456,Colibrí Rutilante,Aves,6072,1,0,2023/05/30,2023-05-30,,Bogota,4,4,,open,false,,,2568505,Erika Lucia Angel Sandoval,2023-06-26 20:16:34 UTC,2023-06-27 00:21:12 UTC,research,CC-BY-NC-ND,,NA,false
Colibri thalassinus,2023-06-17 08:06:00 -0600,,"Campestre Churubusco, Ciudad de México, CDMX, Mexico",19.354165,-99.1322566667,,Mexican Violetear,https://www.inaturalist.org/observations/169636935,https://static.inaturalist.org/photos/294123181/medium.jpeg,the_mexican_violetear,169636935,Mexican Violetear,Aves,508366,2,0,2023/06/17 8:06 AM,2023-06-17,2023-06-17 14:06:00 UTC,Mexico City,NA,NA,,open,false,,,380337,L. Ernesto Pérez-Montes,2023-06-26 19:20:38 UTC,2023-06-29 02:54:11 UTC,research,,,NA,false
Colibri coruscans,2023-06-17 12:09:00 -0500,,"Huayna-Cápac, Cuenca, Ecuador",-2.9190027918,-79.0009002465,,Sparkling Violetear,https://www.inaturalist.org/observations/169595707,https://inaturalist-open-data.s3.amazonaws.com/photos/294046404/medium.jpeg,lucygonzalez_21,169595707,Sparkling Violetear,Aves,6072,1,0,2023/06/17 12:09 PM,2023-06-17,2023-06-17 17:09:00 UTC,America/Guayaquil,15,15,,open,false,,,6603674,,2023-06-26 15:19:06 UTC,2023-06-27 21:23:40 UTC,research,CC-BY-NC,,NA,false
Colibri cyanotus,2018-03-10 13:25:45 -0600,,"Calle San Gerardo, Perez Zeledon, San Jose, CR",9.5526294725,-83.8070940849,,Lesser Violetear,https://www.inaturalist.org/observations/169587968,https://static.inaturalist.org/photos/294034004/medium.jpg,tabithaolsen,169587968,Lesser Violetear,Aves,508367,1,0,2018-03-10 14:25:45-05:00,2018-03-10,2018-03-10 19:25:45 UTC,America/Costa_Rica,72,72,,,false,,,3660686,Tabitha Olsen,2023-06-26 14:30:35 UTC,2023-06-27 00:34:26 UTC,research,,,3,false
Colibri cyanotus,2023-06-16 00:00:00 -0600,,"H53V+628, San José Province, San Gerardo de Dota, Costa Rica",9.5526881012,-83.8071190193,,Lesser Violetear,https://www.inaturalist.org/observations/169565338,https://static.inaturalist.org/photos/293993118/medium.jpeg,rhonda_lovett,169565338,Lesser Violetear,Aves,508367,1,0,2023-06-16,2023-06-16,,America/Costa_Rica,1322,1322,,,false,gps,gps,3840048,Rhonda Lovett,2023-06-26 11:25:28 UTC,2023-06-27 00:34:42 UTC,research,,,2,false
Colibri cyanotus,2023-05-26 10:02:00 -0600,,"Puntarenas Province, Monteverde, Costa Rica",10.3066418737,-84.8071679749,,Lesser Violetear,https://www.inaturalist.org/observations/169502525,https://inaturalist-open-data.s3.amazonaws.com/photos/293872188/medium.jpeg,eliezer,169502525,Lesser Violetear,Aves,508367,1,0,2023/05/26 10:02 AM,2023-05-26,2023-05-26 16:02:00 UTC,America/Costa_Rica,232,232,,,false,,,126268,Eliezer Nieves-Rodriguez,2023-06-26 00:38:44 UTC,2023-06-27 00:37:18 UTC,research,CC-BY-NC,,NA,false
Colibri serrirostris,2023-06-24 09:10:00 -0300,,"Nova Lima - MG, Brasil",-20.0171884819,-43.815479464,,White-vented Violetear,https://www.inaturalist.org/observations/169461965,https://inaturalist-open-data.s3.amazonaws.com/photos/293795270/medium.jpeg,paulogcarvalho,169461965,Beija-flor-de-orelha-violeta,Aves,6083,1,0,2023/06/24 09:10,2023-06-24,2023-06-24 12:10:00 UTC,Brasilia,541,541,,open,false,,,3154854,Paulo Gonçalves Carvalho,2023-06-25 20:49:53 UTC,2023-06-26 01:46:06 UTC,research,CC-BY-NC,,NA,false
Colibri delphinae,2023-06-23 10:00:21 -0500,,"Quito, Pichincha, EC",0.1185583333,-78.6119466667,,Brown Violetear,https://www.inaturalist.org/observations/169410389,https://static.inaturalist.org/photos/293701321/medium.jpg,anna-easton,169410389,Brown Violetear,Aves,6076,1,0,2023-06-23 10:00:21-05:00,2023-06-23,2023-06-23 15:00:21 UTC,America/Guayaquil,4,4,,open,false,,,5674057,Anna Easton,2023-06-25 16:39:08 UTC,2023-06-25 17:52:24 UTC,research,,,3,false
Colibri coruscans,2023-06-23 09:54:49 -0500,,"Quito, Pichincha, EC",0.1181721667,-78.612,,Sparkling Violetear,https://www.inaturalist.org/observations/169410082,https://static.inaturalist.org/photos/293700713/medium.jpg,anna-easton,169410082,Sparkling Violetear,Aves,6072,1,0,2023-06-23 09:54:49-05:00,2023-06-23,2023-06-23 14:54:49 UTC,America/Guayaquil,4,4,,open,false,,,5674057,Anna Easton,2023-06-25 16:37:37 UTC,2023-06-25 17:52:33 UTC,research,,,3,false
Colibri cyanotus,2023-06-25 11:27:31 -0600,,"Arenal Volcano National Park, San Carlos, Alajuela, CR",10.4377412082,-84.7102300703,,Lesser Violetear,https://www.inaturalist.org/observations/169405867,https://inaturalist-open-data.s3.amazonaws.com/photos/293693767/medium.jpg,silasthebirder,169405867,Lesser Violetear,Aves,508367,1,0,2023-06-25 11:27:31-06:00,2023-06-25,2023-06-25 17:27:31 UTC,America/Costa_Rica,3,3,,,false,,,2298576,Silas Powell,2023-06-25 16:18:25 UTC,2023-07-12 17:51:42 UTC,research,CC-BY-NC,,3,false
Colibri delphinae,2022-12-25 10:27:42 -0600,,"Curi Cancha Wildlife Refuge, Puntarenas, CR",10.3047216667,-84.80372,,Brown Violetear,https://www.inaturalist.org/observations/169339089,https://inaturalist-open-data.s3.amazonaws.com/photos/293575222/medium.jpg,abbbas,169339089,Brown Violetear,Aves,6076,1,0,2022-12-25 10:27:42-06:00,2022-12-25,2022-12-25 16:27:42 UTC,America/Costa_Rica,4,4,,open,false,,,6512007,Abbas Razaghpanah,2023-06-25 08:14:33 UTC,2023-06-25 11:14:59 UTC,research,CC-BY-NC,,3,false
Colibri cyanotus,2022-12-25 08:01:40 -0600,,"Abangares, Guanacaste, CR",10.3232558502,-84.7923527359,,Lesser Violetear,https://www.inaturalist.org/observations/169338180,https://inaturalist-open-data.s3.amazonaws.com/photos/293573593/medium.jpg,abbbas,169338180,Lesser Violetear,Aves,508367,1,0,2022-12-25 07:01:40-07:00,2022-12-25,2022-12-25 14:01:40 UTC,America/Costa_Rica,906,906,,,false,,,6512007,Abbas Razaghpanah,2023-06-25 08:03:18 UTC,2023-06-25 11:15:22 UTC,research,CC-BY-NC,,3,false
Colibri coruscans,2023-06-24 15:26:00 -0500,,Tambo Condor,-0.459562418,-78.3230627328,,Sparkling Violetear,https://www.inaturalist.org/observations/169309879,https://inaturalist-open-data.s3.amazonaws.com/photos/293519827/medium.jpeg,echophoenix,169309879,Sparkling Violetear,Aves,6072,1,0,2023-06-24 15:26:00,2023-06-24,2023-06-24 20:26:00 UTC,America/Guayaquil,214,214,,open,false,gps,gps,7070191,,2023-06-25 03:04:49 UTC,2023-06-25 04:39:50 UTC,research,CC-BY-NC,,2,false
Colibri coruscans,2023-06-23 15:15:00 -0500,,"32R7+63V El Paraíso Park, Cuenca, Ecuador ",-2.9093822283,-78.9873191714,,Sparkling Violetear,https://www.inaturalist.org/observations/169286683,https://inaturalist-open-data.s3.amazonaws.com/photos/293473194/medium.jpeg,bb_593,169286683,Sparkling Violetear,Aves,6072,1,0,2023/06/23 3:15 PM,2023-06-23,2023-06-23 20:15:00 UTC,America/Guayaquil,212,212,,open,false,,,2288892,B,2023-06-25 00:08:01 UTC,2023-06-25 04:17:17 UTC,research,CC-BY-NC,,NA,false
Colibri coruscans,2023-06-23 14:36:00 -0500,,"32R7+63V El Paraíso Park, Cuenca, Ecuador ",-2.9093822283,-78.9873191714,,Sparkling Violetear,https://www.inaturalist.org/observations/169286658,https://inaturalist-open-data.s3.amazonaws.com/photos/293469116/medium.jpeg,bb_593,169286658,Sparkling Violetear,Aves,6072,1,0,2023/06/23 2:36 PM,2023-06-23,2023-06-23 19:36:00 UTC,America/Guayaquil,212,212,,open,false,,,2288892,B,2023-06-25 00:07:58 UTC,2023-06-25 04:22:05 UTC,research,CC-BY-NC,,NA,false
Colibri delphinae,2023-06-22 06:59:00 -0500,,Santa Lucía Ecolodge,0.118406,-78.61208,,Brown Violetear,https://www.inaturalist.org/observations/169023423,https://inaturalist-open-data.s3.amazonaws.com/photos/292993816/medium.jpeg,holgerbeck,169023423,Brown Violetear,Aves,6076,1,0,2023/06/22 6:59 AM,2023-06-22,2023-06-22 11:59:00 UTC,America/Guayaquil,450,450,,open,false,,,1739120,Holger Beck,2023-06-23 16:54:17 UTC,2023-06-24 14:30:00 UTC,research,CC-BY-NC,,NA,false
Colibri delphinae,2023-06-22 06:55:00 -0500,,Santa Lucía Ecolodge,0.118406,-78.61208,,Brown Violetear,https://www.inaturalist.org/observations/169023419,https://inaturalist-open-data.s3.amazonaws.com/photos/292993710/medium.jpeg,holgerbeck,169023419,Brown Violetear,Aves,6076,1,0,2023/06/22 6:55 AM,2023-06-22,2023-06-22 11:55:00 UTC,America/Guayaquil,450,450,,open,false,,,1739120,Holger Beck,2023-06-23 16:54:16 UTC,2023-06-24 14:30:03 UTC,research,CC-BY-NC,,NA,false
Colibri cyanotus,2023-06-13 14:45:00 -0600,,"Monteverde Cloud Forest Biological Preserve, Alajuela Province, San Ramón, Costa Rica",10.3028097886,-84.7752719024,,Lesser Violetear,https://www.inaturalist.org/observations/169008225,https://static.inaturalist.org/photos/292967413/medium.jpeg,kinjxl,169008225,Lesser Violetear,Aves,508367,1,0,2023/06/13 2:45 PM,2023-06-13,2023-06-13 20:45:00 UTC,America/Costa_Rica,2179,2179,,,false,,,3637711,Kinjal Patel,2023-06-23 15:22:39 UTC,2023-06-24 14:08:07 UTC,research,,,NA,false
Colibri cyanotus,2023-06-13 14:46:00 -0600,,"Monteverde Cloud Forest Biological Preserve, Alajuela Province, San Ramón, Costa Rica",10.3028097886,-84.7752719024,,Lesser Violetear,https://www.inaturalist.org/observations/169008206,https://static.inaturalist.org/photos/292966938/medium.jpeg,kinjxl,169008206,Lesser Violetear,Aves,508367,2,0,2023/06/13 2:46 PM,2023-06-13,2023-06-13 20:46:00 UTC,America/Costa_Rica,2179,2179,,,false,,,3637711,Kinjal Patel,2023-06-23 15:22:34 UTC,2023-07-25 04:37:45 UTC,research,,,NA,false
Colibri coruscans,2023-06-22 12:10:51 -0500,,"Rozo, Cota, Cundinamarca, CO",4.781525,-74.1235971667,,Sparkling Violetear,https://www.inaturalist.org/observations/168942138,https://static.inaturalist.org/photos/292847667/medium.jpg,nataliando,168942138,Colibrí Rutilante,Aves,6072,1,0,2023-06-22 12:10:51-05:00,2023-06-22,2023-06-22 17:10:51 UTC,Bogota,4,4,,open,false,,,4708100,Natalia Jones,2023-06-23 03:58:44 UTC,2023-06-23 17:13:13 UTC,research,,,3,false
Colibri serrirostris,2018-05-03 13:40:00 -0300,,"São Roque de Minas - MG, 37928-000, Brasil",-20.2515189442,-46.4223640181,,White-vented Violetear,https://www.inaturalist.org/observations/168888459,https://static.inaturalist.org/photos/292745461/medium.jpg,mitidi,168888459,Beija-flor-de-orelha-violeta,Aves,6083,1,0,2018/05/03 1:40 PM,2018-05-03,2018-05-03 16:40:00 UTC,Brasilia,3858,3858,,open,false,,,3055560,Ricardo Mitidieri,2023-06-22 20:42:11 UTC,2023-06-22 21:27:14 UTC,research,,,NA,false
